SITE_ID,timestamp,DOY,TOD,CO2_F_MDS,G_F_MDS,H_F_MDS,LE_F_MDS,LW_IN_F,LW_OUT,NETRAD,PA_F,PPFD_IN,PPFD_OUT,P_F,RH,SW_IN_F,SW_OUT,TA_F,USTAR,VPD_F,WD,WS_F,MODIS_band_1,MODIS_band_2,MODIS_band_3,MODIS_band_4,MODIS_band_5,MODIS_band_6,MODIS_band_7,MODIS_snow,MODIS_water,NEE_VUT_REF
UK-AMo,17/11/2021 04:00,0.74863388,-0.666666667,-0.287913,,-0.181295767,-0.167173997,-0.364385,-0.296069048,-0.187438333,0.101576923,-0.437514063,-0.43754375,-0.499333333,0.4171,-0.5,-0.4513,0.02515625,-0.4566,-0.490872727,0.386111111,-0.441635,,,,,,,,,,1.5873
UK-AMo,17/11/2021 05:00,0.74863388,-0.583333333,-0.2940575,,-0.185671667,-0.166788151,-0.3649925,-0.296230952,-0.187798333,0.102461538,-0.437514063,-0.43745625,-0.5,0.39525,-0.5,-0.451452381,0.02515625,-0.46175,-0.490872727,0.388055556,-0.4489,,,,,,,,,,1.66325
UK-AMo,17/11/2021 06:00,0.74863388,-0.5,-0.2872025,,-0.178833333,-0.16679752,-0.354825,-0.296938095,-0.179936667,0.102384615,-0.4374,-0.437414063,-0.5,0.399,-0.5,-0.45152619,0.02515625,-0.4703,-0.490872727,0.291388889,-0.46305,,,,,,,,,,1.621405
UK-AMo,17/11/2021 07:00,0.74863388,-0.416666667,-0.286985,,-0.175151117,-0.166787155,-0.3490275,-0.295204762,-0.176616667,0.103076923,-0.437010938,-0.43754375,-0.499333333,0.42075,-0.4998,-0.451638095,0.02515625,-0.46975,-0.490872727,0.245,-0.4599,,,,,,,,,,1.641005
UK-AMo,17/11/2021 08:00,0.74863388,-0.333333333,-0.2870925,,-0.179478333,-0.167013333,-0.3637175,-0.294447619,-0.182391667,0.103307692,-0.424945313,-0.437154687,-0.499666667,0.4258,-0.4920025,-0.450442857,0.02961875,-0.46425,-0.487618182,0.268888889,-0.45315,,,,,,,,,,0.62
UK-AMo,17/11/2021 09:00,0.74863388,-0.25,-0.28824,,-0.177108333,-0.16535603,-0.367105,-0.292204762,-0.171945,0.103346154,-0.394696875,-0.434029688,-0.499666667,0.4222,-0.465755,-0.445838095,,-0.4583,,0.278333333,-0.4473,,,,,,,,,,-0.73727
UK-AMo,17/11/2021 10:00,0.74863388,-0.166666667,-0.29127,,-0.17127395,-0.165225068,-0.3428075,-0.288021429,-0.153953333,0.103923077,-0.38545625,-0.434246875,-0.499666667,0.39455,-0.458255,-0.445440476,,-0.46295,,0.3025,-0.4521,,,,,,,,,,-1.100684
UK-AMo,17/11/2021 11:00,0.74863388,-0.083333333,-0.29156,,-0.170204933,-0.165625737,-0.3318125,-0.286411905,-0.15572,0.104192308,-0.402157813,-0.436103125,-0.5,0.38735,-0.4730875,-0.448178571,,-0.45785,,0.287777778,-0.4495,,,,,,,,,,-0.29177385
UK-AMo,17/11/2021 12:00,0.74863388,0,-0.290063,,-0.170206733,-0.16480053,-0.3382675,-0.284611905,-0.148453333,0.104153846,-0.3727375,-0.4324625,-0.499666667,0.3537,-0.448995,-0.443557143,,,,,,0.046744528,0.247778193,0.017684416,0.050006991,0.254174298,0.166149187,0.074114699,0,0,-1.412275
UK-AMo,17/11/2021 13:00,0.74863388,0.083333333,-0.289895,,-0.169956,-0.165294122,-0.3344575,-0.284957143,-0.154533333,0.104269231,-0.3904875,-0.434535938,-0.5,0.3721,-0.465715,-0.44682619,,-0.44565,,0.361666667,-0.43175,,,,,,,,,,-0.861567
UK-AMo,17/11/2021 14:00,0.74863388,0.166666667,-0.2895775,,-0.174593333,-0.165650155,-0.3426875,-0.286478571,-0.156881667,0.104423077,-0.385667188,-0.432534375,-0.499333333,0.3942,-0.459855,-0.444207143,,-0.4509,,0.34,-0.44,,,,,,,,,,-1.20181
UK-AMo,17/11/2021 15:00,0.74863388,0.25,-0.2891575,,-0.174773333,-0.166418955,-0.336485,-0.286804762,-0.169571667,0.104615385,-0.4254375,-0.437370313,-0.5,0.3832,-0.4924,-0.450840476,,-0.45695,,0.335,-0.4458,,,,,,,,,,1.318265
UK-AMo,17/11/2021 16:00,0.74863388,0.333333333,-0.28778,,-0.175233333,-0.166658243,-0.3391875,-0.287014286,-0.175573333,0.104961538,-0.43706875,-0.4375,-0.5,0.4169,-0.4997825,-0.451938095,0.02515625,-0.4546,-0.490872727,0.323333333,-0.44295,,,,,,,,,,0.99306
UK-AMo,17/11/2021 17:00,0.74863388,0.416666667,-0.287505,,-0.172838333,-0.166779819,-0.3325475,-0.286695238,-0.171516667,0.105153846,-0.4375,-0.4375,-0.5,0.4303,-0.5,-0.452152381,0.02515625,-0.45955,-0.490872727,0.295833333,-0.4491,,,,,,,,,,1.65612
UK-AMo,17/11/2021 18:00,0.74863388,0.5,-0.2879425,,-0.169376667,-0.166781743,-0.326365,-0.285857143,-0.167838333,0.105384615,-0.437485938,-0.437514063,-0.499333333,0.4669,-0.5,-0.452245238,0.02515625,-0.45075,-0.490872727,0.322222222,-0.438,,,,,,,,,,0.82806
UK-AMo,17/11/2021 19:00,0.74863388,0.583333333,-0.288235,,-0.171645,-0.166785522,-0.3255925,-0.285533333,-0.167488333,0.105269231,-0.4375,-0.4375,-0.499666667,0.47285,-0.5,-0.452295238,0.02515625,-0.4466,-0.490872727,0.304444444,-0.4367,,,,,,,,,,0.15
UK-AMo,17/11/2021 20:00,0.74863388,0.666666667,-0.28846,,-0.173548333,-0.166886316,-0.325135,-0.285164286,-0.167306667,0.105,-0.4375,-0.437485938,-0.5,0.48135,-0.5,-0.452445238,0.02515625,-0.441,-0.490872727,0.290555556,-0.4288,,,,,,,,,,0.18
UK-AMo,17/11/2021 21:00,0.74863388,0.75,-0.2882525,,-0.174216667,-0.166779611,-0.3250725,-0.284938095,-0.167496667,0.1045,-0.437557813,-0.437514063,-0.499666667,0.47685,-0.5,-0.452361905,0.02515625,-0.4398,-0.490872727,0.259166667,-0.42675,,,,,,,,,,0.90647
UK-AMo,17/11/2021 22:00,0.74863388,0.833333333,-0.2879725,,-0.175073017,-0.166780963,-0.32437,-0.284559524,-0.167328333,0.104653846,-0.4375,-0.437485938,-0.499333333,0.47225,-0.5,-0.452338095,0.02515625,-0.4407,-0.490872727,0.253055556,-0.42885,,,,,,,,,,1.65294
UK-AMo,17/11/2021 23:00,0.74863388,0.916666667,-0.2877725,,-0.174156667,-0.166783063,-0.3230425,-0.283464286,-0.1671,0.104346154,-0.437485938,-0.437514063,-0.499333333,0.4813,-0.5,-0.45237381,0.02515625,-0.43405,-0.490872727,0.269444444,-0.42415,,,,,,,,,,0.26
UK-AMo,18/11/2021 00:00,0.754098361,-1,-0.2879225,,-0.175739467,-0.166785604,-0.3217275,-0.281640476,-0.167598333,0.103884615,-0.4375,-0.437514063,-0.499666667,0.4803,-0.5,-0.452283333,0.02515625,-0.4218,-0.490872727,0.300277778,-0.4062,,,,,,,,,,1.01147
UK-AMo,18/11/2021 01:00,0.754098361,-0.916666667,-0.287855,,-0.177328333,-0.166784601,-0.32067,-0.280230952,-0.16803,0.104,-0.4375,-0.437514063,-0.5,0.46605,-0.5,-0.452059524,0.02515625,-0.4267,-0.490872727,0.317777778,-0.4091,,,,,,,,,,0.96147
UK-AMo,18/11/2021 02:00,0.754098361,-0.833333333,-0.287995,,-0.1756256,-0.166784049,-0.31843,-0.278888095,-0.167215,0.103615385,-0.4375,-0.437514063,-0.499333333,0.48315,-0.5,-0.452428571,0.02515625,-0.4284,-0.490872727,0.3175,-0.4074,,,,,,,,,,0.97147
UK-AMo,18/11/2021 03:00,0.754098361,-0.75,-0.2881025,,-0.175763117,-0.1667845,-0.31761,-0.278011905,-0.167428333,0.103576923,-0.4375,-0.4375,-0.5,0.4764,-0.5,-0.4523,0.023621875,-0.424,-0.490895455,0.329166667,-0.40725,,,,,,,,,,0.41
UK-AMo,18/11/2021 04:00,0.754098361,-0.666666667,-0.2883,,-0.1758266,-0.166785371,-0.3166525,-0.277247619,-0.167241667,0.104076923,-0.437485938,-0.437514063,-0.499666667,0.4767,-0.5,-0.452421429,0.0212625,-0.4371,-0.490668182,0.361388889,-0.41985,,,,,,,,,,0.941035
UK-AMo,18/11/2021 05:00,0.754098361,-0.583333333,-0.288395,,-0.175913633,-0.166787205,-0.3164725,-0.276938095,-0.167248333,0.103846154,-0.43745625,-0.437571875,-0.499,0.4848,-0.5,-0.452478571,0.01904375,-0.42505,-0.4902,0.358055556,-0.41945,,,,,,,,,,1.65122
UK-AMo,18/11/2021 06:00,0.754098361,-0.5,-0.2888675,,-0.176021283,-0.166788045,-0.3165325,-0.276840476,-0.16747,0.104807692,-0.4375,-0.4375,-0.499666667,0.47015,-0.5,-0.452380952,0.01890625,-0.4105,-0.489918182,0.353055556,-0.4264,,,,,,,,,,1.64612
UK-AMo,18/11/2021 07:00,0.754098361,-0.416666667,-0.28944,,-0.176095883,-0.166790616,-0.316865,-0.27707619,-0.167358333,0.105307692,-0.437485938,-0.437514063,-0.5,0.47205,-0.4998775,-0.452335714,0.01876875,-0.4362,-0.489636364,0.336944444,-0.4309,,,,,,,,,,1.639925
UK-AMo,18/11/2021 08:00,0.754098361,-0.333333333,-0.290245,,-0.176146317,-0.166755113,-0.31743,-0.277028571,-0.164296667,0.105076923,-0.429871875,-0.437384375,-0.5,0.476,-0.4939375,-0.451469048,0.018146875,-0.3826,-0.489168182,0.374166667,-0.42,,,,,,,,,,1.601045
UK-AMo,18/11/2021 09:00,0.754098361,-0.25,-0.2908,,-0.174551133,-0.166041333,-0.3176775,-0.276369048,-0.159765,0.105923077,-0.419120313,-0.437226563,-0.5,0.4551,-0.4848325,-0.450164286,,-0.436,,0.385555556,-0.4157,,,,,,,,,,0.473125
UK-AMo,18/11/2021 10:00,0.754098361,-0.166666667,-0.291445,,-0.168788167,-0.16633775,-0.3226775,-0.275888095,-0.15034,0.106,-0.390409375,-0.434679687,-0.499666667,0.4551,-0.4611325,-0.446304762,,-0.4227,,0.401944444,-0.3958,,,,,,,,,,-1.1005415
UK-AMo,18/11/2021 11:00,0.754098361,-0.083333333,-0.2917775,,-0.1663765,-0.165313397,-0.3200025,-0.275719048,-0.149915,0.106538462,-0.391678125,-0.435039063,-0.5,0.46285,-0.4637475,-0.447019048,,-0.4256,,0.389722222,-0.40535,,,,,,,,,,-0.317195
UK-AMo,18/11/2021 12:00,0.754098361,0,-0.2922075,,-0.167641517,-0.164868668,-0.31992,-0.2748,-0.14234,0.1065,-0.373210938,-0.433267188,-0.499666667,0.4327,-0.448615,-0.44427381,,-0.4223,,0.371944444,-0.40515,0.047553196,0.252458363,0.017652451,0.050557875,0.261185044,0.169105981,0.075414963,0,0,-0.5393
UK-AMo,18/11/2021 13:00,0.754098361,0.083333333,-0.29201,,-0.1705358,-0.165263523,-0.32222,-0.275188095,-0.150241667,0.106346154,-0.386492188,-0.433871875,-0.5,0.4256,-0.46037,-0.445985714,,-0.4264,,0.377777778,-0.40445,,,,,,,,,,0.235
UK-AMo,18/11/2021 14:00,0.754098361,0.166666667,-0.2916275,,-0.17412815,-0.165948012,-0.3168775,-0.275114286,-0.158705,0.106346154,-0.41416875,-0.436895313,-0.5,0.41525,-0.4818875,-0.449369048,,-0.43145,,0.375555556,-0.41585,,,,,,,,,,0.4941455
UK-AMo,18/11/2021 15:00,0.754098361,0.25,-0.2911725,,-0.171915567,-0.166450812,-0.3168425,-0.275297619,-0.164045,0.106384615,-0.427396875,-0.4375,-0.5,0.41825,-0.491655,-0.450828571,,-0.426,,0.353055556,-0.4116,,,,,,,,,,1.30628
UK-AMo,18/11/2021 16:00,0.754098361,0.333333333,-0.291545,,-0.17206,-0.166154869,-0.318305,-0.275835714,-0.168983333,0.106461538,-0.437385938,-0.437514063,-0.5,0.398,-0.499545,-0.452197619,0.01799375,-0.42835,-0.489027273,0.395277778,-0.4163,,,,,,,,,,2.77
UK-AMo,18/11/2021 17:00,0.754098361,0.416666667,-0.2912675,,-0.172041667,-0.16674,-0.319795,-0.276352381,-0.169953333,0.106615385,-0.4375,-0.437485938,-0.5,0.4003,-0.5,-0.452311905,0.01799375,-0.4341,-0.489027273,0.391111111,-0.41845,,,,,,,,,,2.55
UK-AMo,18/11/2021 18:00,0.754098361,0.5,-0.2913425,,-0.1761335,-0.16724,-0.3173125,-0.276257143,-0.168295,0.106961538,-0.4375,-0.4375,-0.5,0.4192,-0.5,-0.45232381,0.01799375,-0.43235,-0.489027273,0.380555556,-0.4167,,,,,,,,,,2.45
UK-AMo,18/11/2021 19:00,0.754098361,0.583333333,-0.2913475,,-0.169776667,-0.167160173,-0.31709,-0.276407143,-0.168248333,0.107115385,-0.4375,-0.437485938,-0.5,0.43895,-0.5,-0.452345238,0.01799375,-0.4318,-0.489027273,0.380277778,-0.4166,,,,,,,,,,2.465
UK-AMo,18/11/2021 20:00,0.754098361,0.666666667,-0.291275,,-0.170503333,-0.167141667,-0.3173925,-0.276461905,-0.168651667,0.107230769,-0.437485938,-0.437485938,-0.5,0.44295,-0.5,-0.452247619,0.01799375,-0.435,-0.489027273,0.376111111,-0.41975,,,,,,,,,,2.345
UK-AMo,18/11/2021 21:00,0.754098361,0.75,-0.291145,,-0.179111667,-0.167138654,-0.3232275,-0.277861905,-0.171763333,0.107576923,-0.437485938,-0.4375,-0.5,0.4483,-0.5,-0.452169048,0.01799375,-0.43625,-0.489027273,0.376111111,-0.42345,,,,,,,,,,2.875
UK-AMo,18/11/2021 22:00,0.754098361,0.833333333,-0.290855,,-0.182071667,-0.167536667,-0.3269025,-0.278290476,-0.173921667,0.107346154,-0.4375,-0.437514063,-0.5,0.42245,-0.5,-0.452078571,0.01799375,-0.4332,-0.489027273,0.359444444,-0.41485,,,,,,,,,,2.775
UK-AMo,18/11/2021 23:00,0.754098361,0.916666667,-0.2904175,,-0.180581667,-0.166868654,-0.3464025,-0.279452381,-0.186528333,0.107230769,-0.4375,-0.4375,-0.5,0.40045,-0.5,-0.451938095,0.01799375,-0.42985,-0.489027273,0.315,-0.4122,,,,,,,,,,2.38
UK-AMo,19/11/2021 00:00,0.759562842,-1,-0.290275,,-0.179905,-0.166785374,-0.349655,-0.279988095,-0.188263333,0.107,-0.4375,-0.437485938,-0.5,0.38275,-0.5,-0.451983333,0.01799375,-0.42785,-0.489027273,0.337777778,-0.4049,,,,,,,,,,2.02
UK-AMo,19/11/2021 01:00,0.759562842,-0.916666667,-0.290145,,-0.181611667,-0.166978386,-0.3496025,-0.280247619,-0.188021667,0.106923077,-0.4375,-0.437514063,-0.5,0.3799,-0.5,-0.45202619,0.01799375,-0.4303,-0.489027273,0.338888889,-0.4081,,,,,,,,,,2.345
UK-AMo,19/11/2021 02:00,0.759562842,-0.833333333,-0.29015,,-0.179173333,-0.167668333,-0.346395,-0.279890476,-0.186033333,0.106961538,-0.4375,-0.4375,-0.5,0.3972,-0.5,-0.452016667,0.01799375,-0.4307,-0.489027273,0.339722222,-0.41125,,,,,,,,,,2.2
UK-AMo,19/11/2021 03:00,0.759562842,-0.75,-0.2900125,,-0.171653333,-0.166178333,-0.323285,-0.278442857,-0.170851667,0.107307692,-0.437514063,-0.4375,-0.499666667,0.3916,-0.5,-0.452259524,0.01799375,-0.43645,-0.489027273,0.294166667,-0.4178,,,,,,,,,,2.225
UK-AMo,19/11/2021 04:00,0.759562842,-0.666666667,-0.28989,,-0.172118333,-0.166851667,-0.32037,-0.277988095,-0.169135,0.107423077,-0.4375,-0.4375,-0.5,0.38565,-0.5,-0.452335714,0.01799375,-0.44275,-0.489027273,0.359444444,-0.42445,,,,,,,,,,2.17
UK-AMo,19/11/2021 05:00,0.759562842,-0.583333333,-0.289935,,-0.169971667,-0.166767194,-0.31972,-0.277840476,-0.168845,0.107538462,-0.4375,-0.4375,-0.5,0.4013,-0.5,-0.452380952,0.01799375,-0.4359,-0.489027273,0.333333333,-0.41775,,,,,,,,,,2.195
UK-AMo,19/11/2021 06:00,0.759562842,-0.5,-0.2897375,,-0.170283333,-0.166801279,-0.3190975,-0.278159524,-0.168503333,0.107769231,-0.4375,-0.437485938,-0.5,0.4315,-0.5,-0.452314286,0.01799375,-0.4454,-0.489027273,0.36,-0.42755,,,,,,,,,,2.345
UK-AMo,19/11/2021 07:00,0.759562842,-0.416666667,-0.28989,,-0.173921733,-0.166555,-0.318925,-0.278302381,-0.168298333,0.108192308,-0.437485938,-0.437514063,-0.5,0.44405,-0.5,-0.452183333,0.01799375,-0.44865,-0.489027273,0.321111111,-0.4361,,,,,,,,,,2.11
UK-AMo,19/11/2021 08:00,0.759562842,-0.333333333,-0.2901375,,-0.169551667,-0.166910243,-0.3186875,-0.277735714,-0.166636667,0.108538462,-0.432721875,-0.437485938,-0.499666667,0.4362,-0.49752,-0.45202619,0.01799375,-0.44435,-0.489027273,0.338333333,-0.4343,,,,,,,,,,2.25
UK-AMo,19/11/2021 09:00,0.759562842,-0.25,-0.29046,,-0.17284685,-0.16644,-0.31872,-0.277461905,-0.160371667,0.108923077,-0.41683125,-0.437326562,-0.5,0.4465,-0.4857025,-0.450028571,,-0.43935,,0.356388889,-0.42325,,,,,,,,,,0.8391025
UK-AMo,19/11/2021 10:00,0.759562842,-0.166666667,-0.2906175,,-0.170635633,-0.165825,-0.319055,-0.276635714,-0.15487,0.109192308,-0.402882812,-0.43611875,-0.5,0.42035,-0.474485,-0.44835,0.01879375,-0.44265,-0.489972727,0.361944444,-0.4274,,,,,,,,,,-0.32285715
UK-AMo,19/11/2021 11:00,0.759562842,-0.083333333,-0.2914175,,-0.166066767,-0.165749428,-0.3243975,-0.27545,-0.144833333,0.109115385,-0.366864063,-0.432334375,-0.5,0.4135,-0.44789,-0.443630952,,-0.4422,,0.370277778,-0.42595,,,,,,,,,,-2.11
UK-AMo,19/11/2021 12:00,0.759562842,0,-0.2915125,,-0.1706177,-0.16556452,-0.321735,-0.275495238,-0.150548333,0.109269231,-0.384035938,-0.433945313,-0.5,0.40655,-0.4622525,-0.446569048,,-0.4386,,0.366388889,-0.42245,0.04885813,0.251707716,0.017686946,0.052471135,0.260492299,0.169456358,0.07597092,0,0,-1.655
UK-AMo,19/11/2021 13:00,0.759562842,0.083333333,-0.29139,,-0.171695917,-0.166011667,-0.319755,-0.276128571,-0.15588,0.109230769,-0.401401563,-0.436032813,-0.5,0.4139,-0.4748175,-0.448397619,0.01879375,-0.4443,-0.489972727,0.363611111,-0.4281,,,,,,,,,,-0.0969445
UK-AMo,19/11/2021 14:00,0.759562842,0.166666667,-0.2913175,,-0.172161883,-0.166088333,-0.325215,-0.27667381,-0.164188333,0.109153846,-0.412845313,-0.4366375,-0.5,0.40655,-0.4842925,-0.450207143,0.0170625,-0.4376,-0.488927273,0.398611111,-0.42275,,,,,,,,,,0.734149
UK-AMo,19/11/2021 15:00,0.759562842,0.25,-0.29085,,-0.173288933,-0.166243333,-0.31928,-0.277057143,-0.16641,0.109384615,-0.430821875,-0.437485938,-0.5,0.4116,-0.4955725,-0.451740476,0.018034375,-0.4502,-0.489131818,0.396666667,-0.44005,,,,,,,,,,1.785
UK-AMo,19/11/2021 16:00,0.759562842,0.333333333,-0.290345,,-0.16961,-0.16688,-0.31876,-0.277552381,-0.168238333,0.109461538,-0.4375,-0.4375,-0.5,0.42645,-0.4999325,-0.452347619,0.01799375,-0.45125,-0.489027273,0.345277778,-0.43945,,,,,,,,,,1.915
UK-AMo,19/11/2021 17:00,0.759562842,0.416666667,-0.2900975,,-0.169443333,-0.167253333,-0.3195325,-0.27792381,-0.168591667,0.1095,-0.4375,-0.4375,-0.5,0.42885,-0.5,-0.452361905,0.01799375,-0.4492,-0.489027273,0.346666667,-0.43685,,,,,,,,,,2.3
UK-AMo,19/11/2021 18:00,0.759562842,0.5,-0.29034,,-0.170268333,-0.166141667,-0.323725,-0.27862381,-0.171225,0.109653846,-0.4375,-0.437514063,-0.5,0.4223,-0.5,-0.452295238,0.01799375,-0.4466,-0.489027273,0.317777778,-0.43355,,,,,,,,,,2.16
UK-AMo,19/11/2021 19:00,0.759562842,0.583333333,-0.2900975,,-0.179271667,-0.169011667,-0.34897,-0.281907143,-0.186458333,0.109384615,-0.4375,-0.4375,-0.5,0.4163,-0.5,-0.452054762,0.01799375,-0.4567,-0.489027273,0.315555556,-0.44675,,,,,,,,,,1.94
UK-AMo,19/11/2021 20:00,0.759562842,0.666666667,-0.2896575,,-0.182675,-0.16658016,-0.358165,-0.284666667,-0.19112,0.109,-0.437542188,-0.437557813,-0.5,0.43245,-0.5,-0.451735714,0.01799375,-0.45965,-0.489027273,0.308055556,-0.4521,,,,,,,,,,2.06
UK-AMo,19/11/2021 21:00,0.759562842,0.75,-0.2897875,,-0.174822483,-0.167294048,-0.3294025,-0.281164286,-0.173278333,0.108615385,-0.437485938,-0.437485938,-0.499333333,0.4249,-0.5,-0.452002381,0.01799375,-0.44695,-0.489027273,0.334444444,-0.43245,,,,,,,,,,2.035
UK-AMo,19/11/2021 22:00,0.759562842,0.833333333,-0.289815,,-0.17086,-0.167095,-0.32302,-0.280795238,-0.169401667,0.108730769,-0.4375,-0.437485938,-0.5,0.43005,-0.5,-0.452204762,0.01799375,-0.44575,-0.489027273,0.3375,-0.43135,,,,,,,,,,2.05
UK-AMo,19/11/2021 23:00,0.759562842,0.916666667,-0.29004,,-0.16916,-0.16695,-0.3229925,-0.281102381,-0.169085,0.108576923,-0.4375,-0.437485938,-0.5,0.42185,-0.5,-0.45222619,0.01799375,-0.44855,-0.489027273,0.326111111,-0.43535,,,,,,,,,,1.89
UK-AMo,20/11/2021 00:00,0.765027322,-1,-0.2899975,,-0.168218333,-0.166631667,-0.325605,-0.28157619,-0.170325,0.108115385,-0.4375,-0.4375,-0.5,0.42245,-0.5,-0.452304762,0.017896875,-0.4472,-0.488654545,0.305277778,-0.43145,,,,,,,,,,2.015
UK-AMo,20/11/2021 01:00,0.765027322,-0.916666667,-0.28959,,-0.17315575,-0.166348333,-0.3261425,-0.282295238,-0.170041667,0.107692308,-0.4375,-0.4375,-0.5,0.4209,-0.5,-0.452340476,0.0178,-0.4447,-0.488281818,0.279722222,-0.43605,,,,,,,,,,2.39
UK-AMo,20/11/2021 02:00,0.765027322,-0.833333333,-0.2891625,,-0.172358333,-0.166649812,-0.3285325,-0.283661905,-0.171183333,0.107115385,-0.437485938,-0.4375,-0.5,0.43285,-0.5,-0.452228571,0.0178,-0.45685,-0.488281818,0.288888889,-0.4445,,,,,,,,,,1.725
UK-AMo,20/11/2021 03:00,0.765027322,-0.75,-0.2894625,,-0.1739,-0.165998333,-0.32463,-0.28397381,-0.168113333,0.1065,-0.4375,-0.4375,-0.499666667,0.4582,-0.5,-0.452240476,0.01741875,-0.447,-0.488,0.319444444,-0.4358,,,,,,,,,,2.28
UK-AMo,20/11/2021 04:00,0.765027322,-0.666666667,-0.2894375,,-0.175125,-0.166553333,-0.3247125,-0.284169048,-0.168221667,0.105961538,-0.437514063,-0.4375,-0.5,0.4397,-0.5,-0.452061905,0.0166375,-0.45665,-0.487445455,0.319722222,-0.4439,,,,,,,,,,1.93
UK-AMo,20/11/2021 05:00,0.765027322,-0.583333333,-0.2892875,,-0.174276667,-0.166372652,-0.3247975,-0.284166667,-0.168168333,0.105423077,-0.4375,-0.4375,-0.499666667,0.45,-0.5,-0.45217619,0.015903125,-0.44265,-0.486959091,0.308055556,-0.4305,,,,,,,,,,2.005
UK-AMo,20/11/2021 06:00,0.765027322,-0.5,-0.2891075,,-0.17652285,-0.166636029,-0.3251675,-0.284290476,-0.168365,0.105269231,-0.4375,-0.437485938,-0.499333333,0.4522,-0.5,-0.452157143,0.01556875,-0.44175,-0.486745455,0.306944444,-0.42795,,,,,,,,,,1.925
UK-AMo,20/11/2021 07:00,0.765027322,-0.416666667,-0.289005,,-0.175691667,-0.165600036,-0.3255925,-0.28407381,-0.168543333,0.105,-0.437298438,-0.437485938,-0.499666667,0.4628,-0.4999675,-0.45212619,0.01469375,-0.44275,-0.486018182,0.263055556,-0.42835,,,,,,,,,,2.095
UK-AMo,20/11/2021 08:00,0.765027322,-0.333333333,-0.28926,,-0.174470933,-0.165825,-0.32427,-0.283652381,-0.166005,0.104115385,-0.431929688,-0.437528125,-0.5,0.45875,-0.4969125,-0.451754762,0.014146875,-0.43635,-0.485568182,0.267777778,-0.42255,,,,,,,,,,1.440655
