SITE_ID,timestamp,DOY,TOD,CO2_F_MDS,G_F_MDS,H_F_MDS,LE_F_MDS,LW_IN_F,LW_OUT,NETRAD,PA_F,PPFD_IN,PPFD_OUT,P_F,RH,SW_IN_F,SW_OUT,TA_F,USTAR,VPD_F,WD,WS_F,MODIS_band_1,MODIS_band_2,MODIS_band_3,MODIS_band_4,MODIS_band_5,MODIS_band_6,MODIS_band_7,MODIS_snow,MODIS_water,NEE_VUT_REF
SE-Htm,01/01/2016 11:00,-1,-0.083333333,-0.292949,-0.167759792,-0.160183383,-0.16586477,-0.33625525,-0.295903095,-0.157729633,0.123415385,-0.417015266,-0.434086609,-0.5,0.5,-0.485561,-0.451927197,0.019146875,-0.4502818,-0.5,-0.414841667,-0.47845,,,,,,,,,,-0.480731
SE-Htm,01/01/2016 12:00,-1,0,-0.29261975,-0.167708208,-0.16579985,-0.166043033,-0.336113,-0.295680476,-0.161322133,0.123776923,-0.424196078,-0.435232295,-0.5,0.5,-0.49152475,-0.452380952,0.019534375,-0.4705088,-0.5,-0.263883333,-0.48337,0.076302324,0.187428983,0.078822175,0.094389644,0.160779745,0.132471822,0.033866266,0,0,0.821418
SE-Htm,01/01/2016 13:00,-1,0.083333333,-0.29252925,-0.16764825,-0.160762667,-0.165728323,-0.33604125,-0.295621905,-0.16295168,0.123946154,-0.428009344,-0.435925614,-0.5,0.5,-0.49427,-0.452380952,0.019640625,-0.4730586,-0.5,-0.392755556,-0.489195,,,,,,,,,,0.9268245
SE-Htm,01/01/2016 14:00,-1,0.166666667,-0.29245175,-0.167593167,-0.162730633,-0.165198752,-0.33544475,-0.295539048,-0.164147828,0.124207692,-0.431270469,-0.436574586,-0.499913333,0.5,-0.49709225,-0.452380952,0.019971875,-0.4701137,-0.5,-0.505656389,-0.486465,,,,,,,,,,1.097459
SE-Htm,01/01/2016 15:00,-1,0.25,-0.293035,-0.167544333,-0.1580074,-0.164072618,-0.33682,-0.296228095,-0.166386444,0.124546154,-0.436208708,-0.437351431,-0.5,0.5,-0.5,-0.452380952,0.017825,-0.4455338,-0.5,-0.527137778,-0.47874,,,,,,,,,,1.485895
SE-Htm,01/01/2016 16:00,-1,0.333333333,-0.29299925,-0.167507458,-0.160632333,-0.165557798,-0.3382425,-0.297232143,-0.167324207,0.12475,-0.4375,-0.4375,-0.5,0.5,-0.5,-0.452380952,0.014909375,-0.4494696,-0.5,-0.478489167,-0.47827,,,,,,,,,,2.23303
SE-Htm,01/01/2016 17:00,-1,0.416666667,-0.2931615,-0.167483083,-0.159694517,-0.164207385,-0.33964325,-0.298508333,-0.167465123,0.125030769,-0.4375,-0.4375,-0.5,0.5,-0.5,-0.452380952,0.011109375,-0.446925,-0.5,-0.562857222,-0.47531,,,,,,,,,,2.64759
SE-Htm,01/01/2016 18:00,-1,0.5,-0.29387075,-0.167482,-0.162700593,-0.164747588,-0.34171425,-0.299991905,-0.167805602,0.125215385,-0.4375,-0.4375,-0.5,0.5,-0.5,-0.452380952,0.00664375,-0.44098755,-0.5,-0.565686389,-0.472705,,,,,,,,,,1.887785
SE-Htm,01/01/2016 19:00,-1,0.583333333,-0.29351425,-0.167499875,-0.164273312,-0.163463177,-0.3460715,-0.300930238,-0.170189768,0.125080769,-0.4375,-0.4375,-0.5,0.5,-0.5,-0.452380952,0.0039,-0.4352169,-0.5,-0.5951975,-0.471325,,,,,,,,,,2.677145
SE-Htm,01/01/2016 20:00,-1,0.666666667,-0.2936325,-0.167535833,-0.164576582,-0.16365914,-0.34528025,-0.301617857,-0.169104268,0.125315385,-0.4375,-0.4375,-0.5,0.5,-0.5,-0.452380952,0.001465625,-0.4359117,-0.5,-0.536278056,-0.47513,,,,,,,,,,2.77455
SE-Htm,01/01/2016 21:00,-1,0.75,-0.293632,-0.167585042,-0.164767515,-0.162836717,-0.346375,-0.302240476,-0.169401925,0.125673077,-0.4375,-0.4375,-0.5,0.5,-0.5,-0.452380952,-0.00013125,-0.4393115,-0.5,-0.540935278,-0.47528,,,,,,,,,,2.719255
SE-Htm,01/01/2016 22:00,-1,0.833333333,-0.2935185,-0.167642083,-0.167190865,-0.162684595,-0.349415,-0.302571429,-0.171313267,0.125726923,-0.4375,-0.4375,-0.5,0.5,-0.5,-0.452380952,-0.00090625,-0.4472401,-0.5,-0.562298333,-0.478905,,,,,,,,,,2.18703
SE-Htm,01/01/2016 23:00,-1,0.916666667,-0.2935205,-0.167698833,-0.169402143,-0.163291075,-0.3486495,-0.302885238,-0.170516167,0.125984615,-0.4375,-0.4375,-0.5,0.5,-0.5,-0.452380952,-0.001134375,-0.44267765,-0.5,-0.575975556,-0.47194,,,,,,,,,,1.63829
SE-Htm,02/01/2016 00:00,-0.994535519,-1,-0.29427725,-0.167754417,-0.17904625,-0.15212365,-0.35076375,-0.30368119,-0.171322433,0.125988462,-0.4375,-0.4375,-0.5,0.5,-0.5,-0.452380952,-0.002928125,-0.4123299,-0.5,-0.505563611,-0.460945,,,,,,,,,,2.118605
SE-Htm,02/01/2016 01:00,-0.994535519,-0.916666667,-0.29457725,-0.167809417,-0.1846415,-0.163663743,-0.362575,-0.304366667,-0.179081383,0.126003846,-0.4375,-0.4375,-0.5,0.4978965,-0.5,-0.452380952,-0.00446875,-0.40371485,-0.499890909,-0.485266111,-0.46,,,,,,,,,,2.30854
SE-Htm,02/01/2016 02:00,-0.994535519,-0.833333333,-0.29611675,-0.167872333,-0.18775815,-0.15352905,-0.37835425,-0.304843571,-0.189787367,0.126303846,-0.4375,-0.4375,-0.5,0.353292,-0.5,-0.452380952,-0.00535625,-0.41406125,-0.492359091,-0.479306389,-0.458205,,,,,,,,,,0.7898625
SE-Htm,02/01/2016 03:00,-0.994535519,-0.75,-0.296919,-0.167946042,-0.17595935,-0.157044983,-0.3593515,-0.304705952,-0.176696217,0.126426923,-0.4375,-0.4375,-0.5,0.330087,-0.5,-0.452380952,-0.0053625,-0.4235637,-0.491136364,-0.505022778,-0.465335,,,,,,,,,,1.41349
SE-Htm,02/01/2016 04:00,-0.994535519,-0.666666667,-0.2973035,-0.168021042,-0.176375883,-0.1506897,-0.36116825,-0.304454048,-0.1781378,0.126353846,-0.4375,-0.4375,-0.5,0.30538,-0.5,-0.452380952,-0.004603125,-0.4126999,-0.489754545,-0.543456389,-0.46413,,,,,,,,,,2.50265
SE-Htm,02/01/2016 05:00,-0.994535519,-0.583333333,-0.29711225,-0.1680795,-0.1600198,-0.153132083,-0.35247375,-0.304623333,-0.1719735,0.126284615,-0.4375,-0.4375,-0.5,0.2987325,-0.5,-0.452380952,-0.005775,-0.3927005,-0.48955,-0.564895833,-0.454315,,,,,,,,,,2.24511
SE-Htm,02/01/2016 06:00,-0.994535519,-0.5,-0.2973005,-0.168126583,-0.153350583,-0.153803267,-0.3530845,-0.305161667,-0.17198285,0.126426923,-0.4375,-0.4375,-0.5,0.267329,-0.5,-0.452380952,-0.00743125,-0.3695445,-0.488154545,-0.505548611,-0.449605,,,,,,,,,,2.03814
SE-Htm,02/01/2016 07:00,-0.994535519,-0.416666667,-0.2972635,-0.168167542,-0.155191617,-0.158434633,-0.35327925,-0.305736667,-0.171694067,0.12665,-0.4375,-0.4375,-0.5,0.276266,-0.5,-0.452380952,-0.0090875,-0.3839815,-0.488827273,-0.49764,-0.44694,,,,,,,,,,1.70605
SE-Htm,02/01/2016 08:00,-0.994535519,-0.333333333,-0.29721975,-0.168204583,-0.1482046,-0.155981383,-0.3540205,-0.30611619,-0.17175765,0.126803846,-0.437139295,-0.4375,-0.5,0.261999,-0.5,-0.452380952,-0.01021875,-0.3684875,-0.488272727,-0.484751111,-0.44716,,,,,,,,,,2.05234
SE-Htm,02/01/2016 09:00,-0.994535519,-0.25,-0.29688375,-0.168238625,-0.1502896,-0.161008442,-0.35319675,-0.306380714,-0.170138537,0.126961538,-0.435202728,-0.4375,-0.5,0.3078915,-0.49901675,-0.452380952,-0.011209375,-0.3879185,-0.490645455,-0.464017778,-0.44784,,,,,,,,,,1.4411145
SE-Htm,02/01/2016 10:00,-0.994535519,-0.166666667,-0.297256,-0.168273125,-0.139439417,-0.160225483,-0.35476925,-0.306635238,-0.167336455,0.126988462,-0.428141656,-0.437247951,-0.5,0.2770085,-0.49297975,-0.452168599,-0.011946875,-0.3603555,-0.489236364,-0.509258611,-0.440685,,,,,,,,,,-0.7425255
SE-Htm,02/01/2016 11:00,-0.994535519,-0.083333333,-0.297578,-0.168303125,-0.14754655,-0.1583054,-0.3550865,-0.307224048,-0.166499637,0.127042308,-0.426751313,-0.436986292,-0.5,0.2743695,-0.49194625,-0.452093641,-0.01385625,-0.384613,-0.489340909,-0.530819444,-0.448885,,,,,,,,,,0.3668565
SE-Htm,02/01/2016 12:00,-0.994535519,0,-0.297593,-0.1683305,-0.137291317,-0.160947583,-0.3546535,-0.308424286,-0.164652748,0.127061538,-0.425145875,-0.436967813,-0.499736667,0.3597355,-0.4906685,-0.451902322,-0.017509375,-0.3838345,-0.493636364,-0.519660556,-0.45341,0.07724008,0.187924555,0.079724724,0.095438634,0.161105005,0.132941116,0.034164486,0,0,-0.0850965
SE-Htm,02/01/2016 13:00,-0.994535519,0.083333333,-0.2975335,-0.168353,-0.153813283,-0.161055283,-0.3548905,-0.30891881,-0.16451815,0.126892308,-0.425489578,-0.436965595,-0.49974,0.398145,-0.490715,-0.45187027,-0.0187375,-0.40196465,-0.495463636,-0.503162778,-0.457075,,,,,,,,,,-0.056894
SE-Htm,02/01/2016 14:00,-0.994535519,0.166666667,-0.29740725,-0.168376167,-0.1585126,-0.161552917,-0.35400075,-0.309502857,-0.167621077,0.126896154,-0.433352656,-0.437124513,-0.49917,0.4333615,-0.4977385,-0.452380952,-0.020228125,-0.4228111,-0.497081818,-0.49218,-0.464805,,,,,,,,,,1.008927
SE-Htm,02/01/2016 15:00,-0.994535519,0.25,-0.2969995,-0.16838625,-0.161018833,-0.1637754,-0.35417025,-0.309993333,-0.168724197,0.126942308,-0.436564978,-0.437453434,-0.49908,0.4539155,-0.49990975,-0.452380952,-0.02140625,-0.4213647,-0.498009091,-0.503490278,-0.461855,,,,,,,,,,1.4740895
SE-Htm,02/01/2016 16:00,-0.994535519,0.333333333,-0.2968995,-0.168401042,-0.1635762,-0.1537874,-0.35839675,-0.310809048,-0.171500317,0.126792308,-0.4375,-0.4375,-0.5,0.379029,-0.5,-0.452380952,-0.023428125,-0.383257,-0.494909091,-0.484413889,-0.44798,,,,,,,,,,1.68917
SE-Htm,02/01/2016 17:00,-0.994535519,0.416666667,-0.2971415,-0.168411125,-0.161955482,-0.156559033,-0.35924525,-0.310931905,-0.1720275,0.126753846,-0.4375,-0.4375,-0.5,0.2866395,-0.5,-0.452380952,-0.0235875,-0.374075,-0.491031818,-0.495580278,-0.441795,,,,,,,,,,1.35599
SE-Htm,02/01/2016 18:00,-0.994535519,0.5,-0.29705725,-0.168410833,-0.1580841,-0.160550267,-0.35843975,-0.31095619,-0.171461883,0.126857692,-0.4375,-0.4375,-0.5,0.2829795,-0.5,-0.452380952,-0.0242,-0.3922355,-0.490945455,-0.467689444,-0.451225,,,,,,,,,,1.26652
SE-Htm,02/01/2016 19:00,-0.994535519,0.583333333,-0.29705025,-0.168409792,-0.154595883,-0.1629674,-0.3587135,-0.310883333,-0.17170185,0.126903846,-0.4375,-0.4375,-0.5,0.2630215,-0.5,-0.452380952,-0.02401875,-0.3823565,-0.490095455,-0.458041944,-0.444705,,,,,,,,,,1.7816925
SE-Htm,02/01/2016 20:00,-0.994535519,0.666666667,-0.29720575,-0.168410667,-0.15301305,-0.159063767,-0.359425,-0.310856667,-0.172229517,0.126976923,-0.4375,-0.4375,-0.5,0.2354485,-0.5,-0.452380952,-0.024071875,-0.388619,-0.488945455,-0.445438056,-0.44894,,,,,,,,,,1.604875
SE-Htm,02/01/2016 21:00,-0.994535519,0.75,-0.29710725,-0.168411125,-0.14999085,-0.162408817,-0.36005375,-0.310721429,-0.1727644,0.126892308,-0.4375,-0.4375,-0.5,0.217276,-0.5,-0.452380952,-0.023571875,-0.383425,-0.488113636,-0.453096389,-0.447165,,,,,,,,,,1.31976
SE-Htm,02/01/2016 22:00,-0.994535519,0.833333333,-0.2974525,-0.168412167,-0.150609133,-0.1601106,-0.360185,-0.310152143,-0.173265767,0.126738462,-0.4375,-0.4375,-0.5,0.194841,-0.5,-0.452380952,-0.021703125,-0.372906,-0.486886364,-0.459323889,-0.448575,,,,,,,,,,1.2901
SE-Htm,02/01/2016 23:00,-0.994535519,0.916666667,-0.29756,-0.168415625,-0.15366555,-0.1599126,-0.36138725,-0.310280952,-0.17401365,0.126630769,-0.4375,-0.4375,-0.5,0.2002275,-0.5,-0.452380952,-0.0221875,-0.3877545,-0.487190909,-0.454218889,-0.45239,,,,,,,,,,1.472075
SE-Htm,03/01/2016 00:00,-0.989071038,-1,-0.297084,-0.168418625,-0.15327875,-0.16020365,-0.36523425,-0.310210476,-0.176705383,0.126392308,-0.4375,-0.4375,-0.5,0.1885065,-0.5,-0.452380952,-0.0218375,-0.3788175,-0.486631818,-0.444769722,-0.44709,,,,,,,,,,2.18805
SE-Htm,03/01/2016 01:00,-0.989071038,-0.916666667,-0.29688525,-0.1684205,-0.155943933,-0.163016033,-0.3606635,-0.310047381,-0.17369545,0.126184615,-0.4375,-0.4375,-0.5,0.206956,-0.5,-0.452380952,-0.02155625,-0.3986732,-0.487381818,-0.443851944,-0.45082,,,,,,,,,,1.128375
SE-Htm,03/01/2016 02:00,-0.989071038,-0.833333333,-0.29692,-0.168421875,-0.1507368,-0.161784467,-0.3608855,-0.310513333,-0.173495467,0.126038462,-0.4375,-0.4375,-0.5,0.1944435,-0.5,-0.452380952,-0.023021875,-0.3839685,-0.487072727,-0.463933889,-0.446315,,,,,,,,,,1.214465
SE-Htm,03/01/2016 03:00,-0.989071038,-0.75,-0.296849,-0.168426792,-0.152617817,-0.162175633,-0.3618725,-0.311003095,-0.173823833,0.125846154,-0.4375,-0.4375,-0.5,0.197952,-0.5,-0.452380952,-0.024609375,-0.3909365,-0.487463636,-0.463301389,-0.449725,,,,,,,,,,1.34322
SE-Htm,03/01/2016 04:00,-0.989071038,-0.666666667,-0.2967645,-0.168435417,-0.15680985,-0.161601872,-0.36582925,-0.311183333,-0.17641145,0.125476923,-0.4375,-0.4375,-0.5,0.199388,-0.5,-0.452380952,-0.025015625,-0.390628,-0.487586364,-0.472543889,-0.450515,,,,,,,,,,1.3480135
SE-Htm,03/01/2016 05:00,-0.989071038,-0.583333333,-0.29681,-0.168441917,-0.157431583,-0.162845388,-0.37252075,-0.31139619,-0.180880417,0.125042308,-0.4375,-0.4375,-0.5,0.2006335,-0.5,-0.452380952,-0.025415625,-0.394413,-0.487695455,-0.450113333,-0.453765,,,,,,,,,,1.168518
SE-Htm,03/01/2016 06:00,-0.989071038,-0.5,-0.296973,-0.168444833,-0.15909615,-0.1619352,-0.36840125,-0.311414762,-0.1780724,0.124553846,-0.4375,-0.4375,-0.5,0.1964915,-0.5,-0.452380952,-0.025609375,-0.4001024,-0.487554545,-0.453231944,-0.45593,,,,,,,,,,1.16888
SE-Htm,03/01/2016 07:00,-0.989071038,-0.416666667,-0.29729575,-0.168449958,-0.156986517,-0.162543917,-0.36378125,-0.311264762,-0.174963717,0.124203846,-0.4375,-0.4375,-0.5,0.1843545,-0.5,-0.452380952,-0.0252875,-0.3974965,-0.487004545,-0.445332778,-0.448955,,,,,,,,,,1.0051575
SE-Htm,03/01/2016 08:00,-0.989071038,-0.333333333,-0.297355,-0.168458208,-0.156739883,-0.16225825,-0.36122025,-0.311129762,-0.172755117,0.123938462,-0.43644967,-0.4375,-0.5,0.194725,-0.4996405,-0.452380952,-0.025034375,-0.40279735,-0.487395455,-0.443416667,-0.45511,,,,,,,,,,1.328815
SE-Htm,03/01/2016 09:00,-0.989071038,-0.25,-0.29780875,-0.168467292,-0.155756417,-0.160847217,-0.36099725,-0.311020952,-0.168702607,0.123623077,-0.428854188,-0.437122295,-0.5,0.190675,-0.49337525,-0.452139384,-0.024790625,-0.3962345,-0.487190909,-0.431416667,-0.44987,,,,,,,,,,0.7868055
SE-Htm,03/01/2016 10:00,-0.989071038,-0.166666667,-0.2976,-0.168470125,-0.144261433,-0.1588223,-0.36845375,-0.310934524,-0.161851517,0.123084615,-0.406525328,-0.436544281,-0.5,0.173937,-0.473786,-0.450458588,-0.0246,-0.3789715,-0.486463636,-0.434855556,-0.44846,,,,,,,,,,1.0637155
SE-Htm,03/01/2016 11:00,-0.989071038,-0.083333333,-0.2976615,-0.168475,-0.1362399,-0.15999905,-0.362741,-0.310896429,-0.15661645,0.122396154,-0.403735,-0.436322537,-0.5,0.189739,-0.4713675,-0.450231043,-0.024790625,-0.375096,-0.48715,-0.443187778,-0.447805,,,,,,,,,,0.7820245
SE-Htm,03/01/2016 12:00,-0.989071038,0,-0.29780675,-0.168478833,-0.1393532,-0.16061845,-0.36522875,-0.31111619,-0.1538493,0.121642308,-0.395939063,-0.435826569,-0.5,0.174712,-0.4640895,-0.449402498,-0.025575,-0.381684,-0.486654545,-0.425675,-0.44677,0.0782277,0.188446525,0.080690029,0.096573016,0.16143092,0.133441222,0.034490224,0,0,0.6560545
SE-Htm,03/01/2016 13:00,-0.989071038,0.083333333,-0.29791575,-0.168481208,-0.130746167,-0.1600784,-0.37266575,-0.311666905,-0.16151555,0.120915385,-0.400919531,-0.435892353,-0.5,0.1649005,-0.46882775,-0.449494983,-0.026984375,-0.3727945,-0.486486364,-0.435425,-0.444925,,,,,,,,,,0.766701
SE-Htm,03/01/2016 14:00,-0.989071038,0.166666667,-0.2979715,-0.168485625,-0.13953545,-0.166480022,-0.3672825,-0.312066905,-0.166260118,0.120096154,-0.418316906,-0.436750503,-0.5,0.181764,-0.483552,-0.45121351,-0.028215625,-0.381739,-0.487354545,-0.431078611,-0.44462,,,,,,,,,,0.1418255
SE-Htm,03/01/2016 15:00,-0.989071038,0.25,-0.29794425,-0.168494708,-0.147787783,-0.162554153,-0.36486075,-0.312360952,-0.172875867,0.119553846,-0.433442811,-0.437366953,-0.5,0.199731,-0.49754475,-0.452346395,-0.028965625,-0.39369835,-0.488177273,-0.454118611,-0.45146,,,,,,,,,,0.9892425
SE-Htm,03/01/2016 16:00,-0.989071038,0.333333333,-0.29790425,-0.168500708,-0.14922255,-0.162784117,-0.364015,-0.312402857,-0.174275333,0.119080769,-0.4375,-0.4375,-0.5,0.2034305,-0.5,-0.452380952,-0.028996875,-0.3956955,-0.488322727,-0.448406111,-0.45651,,,,,,,,,,1.3400545
SE-Htm,03/01/2016 17:00,-0.989071038,0.416666667,-0.2977915,-0.168504917,-0.1574243,-0.1632216,-0.36729375,-0.312251429,-0.176687133,0.118411538,-0.4375,-0.4375,-0.5,0.1973795,-0.5,-0.452380952,-0.028365625,-0.4075908,-0.487995455,-0.456058333,-0.45902,,,,,,,,,,1.231735
SE-Htm,03/01/2016 18:00,-0.989071038,0.5,-0.2977505,-0.168508667,-0.165799555,-0.162869642,-0.3780635,-0.312165476,-0.1841817,0.117592308,-0.4375,-0.4375,-0.5,0.181565,-0.5,-0.452380952,-0.027625,-0.39700725,-0.487254545,-0.433630556,-0.457755,,,,,,,,,,1.1448515
SE-Htm,03/01/2016 19:00,-0.989071038,0.583333333,-0.29769325,-0.168518917,-0.169542078,-0.163701055,-0.38145725,-0.311916429,-0.186738317,0.116761538,-0.4375,-0.4375,-0.5,0.190443,-0.5,-0.452380952,-0.02654375,-0.4036248,-0.48745,-0.410338889,-0.4559,,,,,,,,,,1.1789025
SE-Htm,03/01/2016 20:00,-0.989071038,0.666666667,-0.297578,-0.16852675,-0.17139772,-0.163308843,-0.39104175,-0.311975952,-0.193374033,0.116057692,-0.4375,-0.4375,-0.5,0.183516,-0.5,-0.452380952,-0.02633125,-0.39993825,-0.487131818,-0.407825,-0.454095,,,,,,,,,,1.10795
SE-Htm,03/01/2016 21:00,-0.989071038,0.75,-0.29747425,-0.168531292,-0.173697817,-0.16436719,-0.39902025,-0.312903095,-0.19837105,0.115384615,-0.4375,-0.4375,-0.5,0.2009965,-0.5,-0.452380952,-0.028796875,-0.41767645,-0.4882,-0.438797222,-0.46129,,,,,,,,,,1.190435
SE-Htm,03/01/2016 22:00,-0.989071038,0.833333333,-0.2974395,-0.168535458,-0.17424135,-0.164772242,-0.39889925,-0.313306905,-0.198033533,0.114669231,-0.4375,-0.4375,-0.5,0.227822,-0.5,-0.452380952,-0.03000625,-0.42468065,-0.489418182,-0.438543611,-0.46536,,,,,,,,,,1.268405
SE-Htm,03/01/2016 23:00,-0.989071038,0.916666667,-0.29738725,-0.168546083,-0.172504883,-0.163689415,-0.399474,-0.313723095,-0.198125267,0.11395,-0.4375,-0.4375,-0.5,0.2452585,-0.5,-0.452380952,-0.031403125,-0.4173595,-0.490263636,-0.495292778,-0.46524,,,,,,,,,,1.88481
SE-Htm,04/01/2016 00:00,-0.983606557,-1,-0.29728975,-0.168553458,-0.180301183,-0.163952793,-0.3982475,-0.314191667,-0.196948833,0.11325,-0.4375,-0.4375,-0.5,0.260679,-0.5,-0.452380952,-0.032878125,-0.42397935,-0.491013636,-0.505658333,-0.467315,,,,,,,,,,1.937335
SE-Htm,04/01/2016 01:00,-0.983606557,-0.916666667,-0.297186,-0.168559625,-0.17868135,-0.163078933,-0.39860825,-0.313625952,-0.197562583,0.1125,-0.4375,-0.4375,-0.5,0.238708,-0.5,-0.452380952,-0.03085,-0.41130315,-0.489940909,-0.522113889,-0.46199,,,,,,,,,,1.886675
SE-Htm,04/01/2016 02:00,-0.983606557,-0.833333333,-0.297126,-0.168570083,-0.176183633,-0.162830622,-0.39832725,-0.31342881,-0.197492017,0.111769231,-0.4375,-0.4375,-0.5,0.234381,-0.5,-0.452380952,-0.030365625,-0.41297925,-0.489718182,-0.524198611,-0.46077,,,,,,,,,,2.059895
SE-Htm,04/01/2016 03:00,-0.983606557,-0.75,-0.2972095,-0.168579375,-0.174762983,-0.163606975,-0.394824,-0.312870714,-0.195439233,0.111169231,-0.4375,-0.4375,-0.5,0.2327135,-0.5,-0.452380952,-0.02875625,-0.40719065,-0.489445455,-0.520429444,-0.46032,,,,,,,,,,1.582
SE-Htm,04/01/2016 04:00,-0.983606557,-0.666666667,-0.29725975,-0.168584125,-0.175880917,-0.16321035,-0.389853,-0.312376667,-0.192313283,0.110657692,-0.4375,-0.4375,-0.5,0.226304,-0.5,-0.452380952,-0.0273875,-0.41329305,-0.489018182,-0.511094167,-0.459385,,,,,,,,,,1.64268
SE-Htm,04/01/2016 05:00,-0.983606557,-0.583333333,-0.2974045,-0.168588958,-0.178915583,-0.163377182,-0.3946135,-0.312406667,-0.195659583,0.110103846,-0.4375,-0.4375,-0.5,0.225633,-0.5,-0.452380952,-0.0272375,-0.41473495,-0.488968182,-0.527485278,-0.46453,,,,,,,,,,1.46283
SE-Htm,04/01/2016 06:00,-0.983606557,-0.5,-0.29748575,-0.168598167,-0.18115585,-0.162648933,-0.3906055,-0.312334524,-0.1929244,0.109846154,-0.4375,-0.4375,-0.5,0.22138,-0.5,-0.452380952,-0.027021875,-0.4224844,-0.488768182,-0.527100278,-0.464995,,,,,,,,,,2.33325
SE-Htm,04/01/2016 07:00,-0.983606557,-0.416666667,-0.29783875,-0.168610792,-0.174225467,-0.163121733,-0.37947025,-0.311160476,-0.18593855,0.109407692,-0.4375,-0.4375,-0.5,0.212557,-0.5,-0.452380952,-0.02399375,-0.417081,-0.487981818,-0.496818889,-0.462435,,,,,,,,,,1.600385
SE-Htm,04/01/2016 08:00,-0.983606557,-0.333333333,-0.297884,-0.168616458,-0.175875467,-0.162497967,-0.39625325,-0.311522143,-0.195659883,0.109119231,-0.434409625,-0.437302647,-0.5,0.211852,-0.49842025,-0.45218713,-0.024440625,-0.41273275,-0.488018182,-0.510439167,-0.463145,,,,,,,,,,1.500905
